DELEGATE,DELEGATOR,NEW_BALANCE,PREVIOUS_BALANCE,AMOUNT_DELEGATED,CIRCULATING_SUPPLY,TOTAL_SUPPLY,PERCENT_DELEGATED
297845,536590,18218897372298.6,18218575817573,321554725.554366,2653939384,10000000000,12.116129234
