DELEGATE,GOVERNOR,FOR,AGAINST,ABSTAIN,VOTES,DELEGATE_POWER,PERCENT_QUORUM
0x8c1b6402a411e323fb0a8c05f7be24e570e2a13e,Arbitrum Treasury,6,2,"null",8,60125,0.07835918155
0x8c1b6402a411e323fb0a8c05f7be24e570e2a13e,Arbitrum Core,4,1,"null",5,60125,0.04701673444
0xc90926c9e16e1f95990196fe8e6118bc9ff1a784,Arbitrum Treasury,6,"null","null",6,59956.17525926,0.07813915712
0xc90926c9e16e1f95990196fe8e6118bc9ff1a784,Arbitrum Core,4,"null","null",4,59956.17525926,0.04688471634
0xfdb1157ac847d334b8912df1cd24a93ee22ff3d0,Arbitrum Treasury,1,"null","null",1,59250,0.07721881924
0xcdd6ec239116c84b87916dceef93d92ae0b64c1f,Arbitrum Treasury,1,2,2,5,57944.781466369,0.0755177655
0xcdd6ec239116c84b87916dceef93d92ae0b64c1f,Arbitrum Core,2,"null","null",2,57944.781466369,0.04531184037
0xa19a11cb5928bf07b5b6aba256f63142343a59bc,Arbitrum Core,2,"null","null",2,57588.35310089,0.04503311941
0xa19a11cb5928bf07b5b6aba256f63142343a59bc,Arbitrum Treasury,5,"null","null",5,57588.35310089,0.07505324267
0xc560d89d663b31110e164354c6377d8845ed4db3,Arbitrum Treasury,6,1,1,8,56191.0009637,0.07323211386
0xc560d89d663b31110e164354c6377d8845ed4db3,Arbitrum Core,6,"null",1,7,56191.0009637,0.04394041364
0x2343c228d0d4974e0827db3ab07572979f26c09e,Arbitrum Core,2,"null","null",2,52967.193342865,0.04141945053
0x2343c228d0d4974e0827db3ab07572979f26c09e,Arbitrum Treasury,3,2,1,6,52967.193342865,0.0690306182
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,Arbitrum Core,5,"null",1,6,52718.126348824,0.04122468435
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,Arbitrum Treasury,7,"null","null",7,52718.126348824,0.06870601635
0x0dff17cbc5f07259504274fa0b59a2f29605f25a,Arbitrum Core,3,"null","null",3,50276.62,0.03931546763
0x0dff17cbc5f07259504274fa0b59a2f29605f25a,Arbitrum Treasury,7,"null","null",7,50276.62,0.06552407142
0xcae79fab5257eeb32a4c744210914feca536f435,Arbitrum Core,5,"null","null",5,50058.264542433,0.03914471735
0xcae79fab5257eeb32a4c744210914feca536f435,Arbitrum Treasury,3,"null","null",3,50058.264542433,0.06523949504
0xaaba52863cfc2f0ee79cff1df2d584a6446cddb7,Arbitrum Treasury,2,"null","null",2,50042.791647159,0.06521932966
0x3fb19771947072629c8eee7995a2ef23b72d4c8a,Arbitrum Treasury,1,1,"null",2,50016.05,0.06518447804
0x3fb19771947072629c8eee7995a2ef23b72d4c8a,Arbitrum Core,2,"null","null",2,50016.05,0.03911170629
0xf18e9799ef294079ec3c312f8940741f0a03d952,Arbitrum Treasury,1,"null","null",1,49380.454143429,0.06435612426
0xf18e9799ef294079ec3c312f8940741f0a03d952,Arbitrum Core,1,"null","null",1,49380.454143429,0.03861468106
0xeb417be70529d525485a9c71ce428166be86e8d2,Arbitrum Treasury,3,"null",2,5,49368.7739036,0.06434090174
0xeb417be70529d525485a9c71ce428166be86e8d2,Arbitrum Core,"null","null",1,1,49368.7739036,0.03860554731
0x730727e3be31bfab3c05155d8d262e54e8840868,Arbitrum Core,3,"null","null",3,46888.8,0.03666624961
0x730727e3be31bfab3c05155d8d262e54e8840868,Arbitrum Treasury,8,1,"null",9,46888.8,0.06110882315
0x61e2629580247547175937b644d678f9f5903403,Arbitrum Treasury,7,2,"null",9,46295.812044344,0.06033599902
0x61e2629580247547175937b644d678f9f5903403,Arbitrum Core,5,"null","null",5,46295.812044344,0.03620254304
0x19046ee4e8e784e53189736588df138336ab8776,Arbitrum Core,4,3,"null",7,46106.801908825,0.03605474031
0x19046ee4e8e784e53189736588df138336ab8776,Arbitrum Treasury,4,4,"null",8,46106.801908825,0.06008966755
0xce68b1394ed29ecaa6974536244d1d2aad4a2745,Arbitrum Treasury,9,1,1,11,45717.920253489,0.05958284928
0xce68b1394ed29ecaa6974536244d1d2aad4a2745,Arbitrum Core,7,3,"null",10,45717.920253489,0.03575064142
0x1f99b2df41969c0b88517b55bf0426dd2ecf977c,Arbitrum Treasury,5,1,1,7,45593.658458626,0.05942090246
0x1f99b2df41969c0b88517b55bf0426dd2ecf977c,Arbitrum Core,5,1,"null",6,45593.658458626,0.0356534708
0xca82421b268f06f2cfa9333e723336949e7b8fb9,Arbitrum Core,2,"null","null",2,45188.699177949,0.03533679948
0xca82421b268f06f2cfa9333e723336949e7b8fb9,Arbitrum Treasury,2,"null","null",2,45188.699177949,0.05889313069
0x63a13c11cb3c7c92994984ff04484dbf9168a8fb,Arbitrum Core,5,"null","null",5,44409.93804292,0.03472782143
0x63a13c11cb3c7c92994984ff04484dbf9168a8fb,Arbitrum Treasury,7,"null","null",7,44409.93804292,0.05787819372
0xeb6773e42c0b76c163bf97c70b59c7c9e23fa836,Arbitrum Core,2,"null","null",2,44296.33,0.03463898186
0xeb6773e42c0b76c163bf97c70b59c7c9e23fa836,Arbitrum Treasury,2,1,"null",3,44296.33,0.05773013163
0x8eef779818afa953b0652e45438423ebe089f55a,Arbitrum Treasury,10,2,"null",12,42658.047923844,0.05559500577
0x8eef779818afa953b0652e45438423ebe089f55a,Arbitrum Core,8,"null","null",8,42658.047923844,0.03335787295
0x386f55fddbadf4920cc35920902215fe7ce94808,Arbitrum Treasury,1,2,"null",3,42423.400649621,0.05528919673
0xa734439d26ce4dbf43ed7eb364ec409d949bb369,Arbitrum Treasury,7,"null","null",7,41223.020294874,0.05372477557
0xa734439d26ce4dbf43ed7eb364ec409d949bb369,Arbitrum Core,5,"null","null",5,41223.020294874,0.03223570558
0xb72ed8401892466ea8af528c1af1d0524bc5e105,Arbitrum Core,6,1,"null",7,39211.150892272,0.03066245769
0xb72ed8401892466ea8af528c1af1d0524bc5e105,Arbitrum Treasury,5,3,"null",8,39211.150892272,0.0511027641
0x4417c1c47739f6b9b3827abecf0d2126a912d070,Arbitrum Core,1,"null","null",1,36155.52538555,0.02827301015
0x4417c1c47739f6b9b3827abecf0d2126a912d070,Arbitrum Treasury,"null",1,"null",1,36155.52538555,0.04712045534
0xae6ef687e55ccd6ec96d2bf6e67fa51819193afd,Arbitrum Treasury,2,1,"null",3,35456.812354308,0.04620984277
0xae6ef687e55ccd6ec96d2bf6e67fa51819193afd,Arbitrum Core,1,"null","null",1,35456.812354308,0.02772662837
0xcfd62dd63073558c2c13e1ed2c9c973f85614ba9,Arbitrum Core,2,"null","null",2,35163.697854326,0.02749741778
0xcfd62dd63073558c2c13e1ed2c9c973f85614ba9,Arbitrum Treasury,1,"null","null",1,35163.697854326,0.04582783508
0xf0dca015c7f2894ed6d5a2b53f1a5a75bdc1b43a,Arbitrum Core,2,"null","null",2,34242.9071,0.02677737496
0xf0dca015c7f2894ed6d5a2b53f1a5a75bdc1b43a,Arbitrum Treasury,3,"null",1,4,34242.9071,0.044627795
0x03d66c06177276c6cb1c410d8b77c0a628deffc1,Arbitrum Core,1,1,"null",2,33563.635750485,0.02624619624
0x03d66c06177276c6cb1c410d8b77c0a628deffc1,Arbitrum Treasury,3,1,"null",4,33563.635750485,0.0437425202
0xf4ae6324509438140199dd03a26f0b5f438e64f9,Arbitrum Treasury,8,1,"null",9,33324.309132265,0.04343061271
0xf4ae6324509438140199dd03a26f0b5f438e64f9,Arbitrum Core,6,1,"null",7,33324.309132265,0.02605904687
0xa47dcc127bd2487b01477d8e381dced5de5e5033,Arbitrum Core,1,"null","null",1,33124.1947,0.02590256076
0xa47dcc127bd2487b01477d8e381dced5de5e5033,Arbitrum Treasury,1,"null","null",1,33124.1947,0.04316980933
0xd115edee06578716cb235fc8b51bd652b8237dc2,Arbitrum Treasury,6,"null","null",6,31862.990243267,0.04152611787
0xd115edee06578716cb235fc8b51bd652b8237dc2,Arbitrum Core,5,"null","null",5,31862.990243267,0.02491632018
0xa6c34d21abf004ce5c61fcf6397460737c6c9cce,Arbitrum Core,1,"null","null",1,30930.463927171,0.02418710035
0xa6c34d21abf004ce5c61fcf6397460737c6c9cce,Arbitrum Treasury,1,"null",1,2,30930.463927171,0.04031078317
0xefc43382e3998c04f511f6e3101278e4b169b3c5,Arbitrum Treasury,2,"null","null",2,30015.4951,0.03911833064
0xefc43382e3998c04f511f6e3101278e4b169b3c5,Arbitrum Core,1,"null","null",1,30015.4951,0.02347161018
0x4911505cbb6cc71f71b59ef1ec0ee99f6c57a8a0,Arbitrum Treasury,"null",1,"null",1,29363.839303562,0.0382690464
0x4911505cbb6cc71f71b59ef1ec0ee99f6c57a8a0,Arbitrum Core,"null",1,"null",1,29363.839303562,0.02296202636
0xc43022e11aab735a0918dfe89eed3d0e425c586c,Arbitrum Treasury,2,"null","null",2,29081.05206265,0.03790049793
0x69bcd9550890b1ff4b6e50b696750f2122611c2e,Arbitrum Treasury,2,"null","null",2,28985.367558065,0.03777579507
0x69bcd9550890b1ff4b6e50b696750f2122611c2e,Arbitrum Core,2,"null","null",2,28985.367558065,0.02266606784
0x51d0a5cbe5666ad3eee303f0d16fcde9c5cd3009,Arbitrum Treasury,"null",1,"null",1,28842.861770908,0.03759007138
0x51d0a5cbe5666ad3eee303f0d16fcde9c5cd3009,Arbitrum Core,"null",1,"null",1,28842.861770908,0.02255463072
0xbd6b8d8fa94f7307840252548549b56a33c98054,Arbitrum Core,1,"null","null",1,26502.5,0.02072450735
0xbd6b8d8fa94f7307840252548549b56a33c98054,Arbitrum Treasury,1,"null","null",1,26502.5,0.03453994526
0x0f0ff3b82a0bf395f067dd76cebc905c3b112a82,Arbitrum Core,1,"null","null",1,26227.488471128,0.02050945298
0x0f0ff3b82a0bf395f067dd76cebc905c3b112a82,Arbitrum Treasury,4,3,"null",7,26227.488471128,0.03418153065
0x294fd17c700331aad5cc480400050e1005d2c531,Arbitrum Treasury,2,1,"null",3,25696.299617896,0.03348924751
0x69c6bdcf4d778f406f1a86f41c0663e6a22fdd69,Arbitrum Treasury,1,"null",1,2,25499.6,0.03323289457
0xc23ee6757212e200266ba1ef7cd1688724321d79,Arbitrum Treasury,6,"null","null",6,25295.16291947,0.0329664576
0xc23ee6757212e200266ba1ef7cd1688724321d79,Arbitrum Core,6,"null","null",6,25295.16291947,0.01978039015
0x16a5332c43df0671b76bc99808c07dda871eb1b9,Arbitrum Treasury,2,"null","null",2,25247.984904995,0.03290497186
0x695cabcf448ab75176a8c78bcad9fb815ee86b6c,Arbitrum Core,3,"null","null",3,24999.942495255,0.01954953276
0x695cabcf448ab75176a8c78bcad9fb815ee86b6c,Arbitrum Treasury,6,"null","null",6,24999.942495255,0.03258170532
0x9d6175a10784ddfde07e4d73846dc6ea2b42df5a,Arbitrum Treasury,1,1,1,3,24640.545991767,0.03211331421
0x9d6175a10784ddfde07e4d73846dc6ea2b42df5a,Arbitrum Core,1,1,"null",2,24640.545991767,0.01926849077
0x488f7fc5d3a5b508073500862282c2436ade0140,Arbitrum Core,1,"null","null",1,24601.40395272,0.01923788235
0x010dc5440ad49f9ec0dd325b622d9fd225944ee4,Arbitrum Treasury,2,1,"null",3,24278.35727267,0.03164128408
0xeb3f3f5b1ec4430451059cb6bddc984f723c037a,Arbitrum Core,"null",1,"null",1,23750,0.01857209884
0xeb3f3f5b1ec4430451059cb6bddc984f723c037a,Arbitrum Treasury,"null",1,"null",1,23750,0.03095269126
0x70f8a0a356e4391c90721355158cca09e38b265e,Arbitrum Core,6,"null","null",6,23676,0.01851423209
0x70f8a0a356e4391c90721355158cca09e38b265e,Arbitrum Treasury,13,"null","null",13,23676,0.03085624919
0xeaaed688810e48837c3f48e7ebe062cca9e2a9ab,Arbitrum Core,8,"null","null",8,23399.486028742,0.01829800284
0xeaaed688810e48837c3f48e7ebe062cca9e2a9ab,Arbitrum Treasury,10,"null","null",10,23399.486028742,0.03049587649
0x20a8b77beebc3fc74ca1b6b05e8e1d45d36b712f,Arbitrum Treasury,1,"null","null",1,22675.110987359,0.02955181935
0x20a8b77beebc3fc74ca1b6b05e8e1d45d36b712f,Arbitrum Core,1,1,"null",2,22675.110987359,0.01773155379
0xdcbe18cb497d00b9341ac806ac4f5a1290066d45,Arbitrum Core,1,"null","null",1,22525.746923736,0.01761475362
0xdcbe18cb497d00b9341ac806ac4f5a1290066d45,Arbitrum Treasury,2,"null","null",2,22525.746923736,0.02935715747
0x4c894300dace47361f6d8c084f7295a2c26e094d,Arbitrum Treasury,10,1,"null",11,22335.40606097,0.0291090917
0x4c894300dace47361f6d8c084f7295a2c26e094d,Arbitrum Core,4,"null","null",4,22335.40606097,0.01746591028
0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,Arbitrum Treasury,1,"null","null",1,22000,0.02867196664
0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,Arbitrum Core,1,"null","null",1,22000,0.0172036284
0x2f8f5adb3a7ea90eb1dd0cd7d4df33736d235909,Arbitrum Core,1,"null","null",1,21865,0.01709806068
0x2f8f5adb3a7ea90eb1dd0cd7d4df33736d235909,Arbitrum Treasury,1,"null","null",1,21865,0.02849602502
0xf927abb503be297fc16060fdbb4646c934e5fa15,Arbitrum Treasury,2,"null","null",2,21750,0.02834614883
0xf927abb503be297fc16060fdbb4646c934e5fa15,Arbitrum Core,2,"null","null",2,21750,0.01700813262
0xab0ac7a49a3a4db65f7f2fc03fd3f64fb3bb5d5c,Arbitrum Treasury,2,"null","null",2,21191.796925758,0.02761865884
0xe4b217f63fa4b9b10c87d2eae0d4a1065c6549a7,Arbitrum Core,6,"null","null",6,21179,0.01656162027
0xe4b217f63fa4b9b10c87d2eae0d4a1065c6549a7,Arbitrum Treasury,6,1,"null",7,21179,0.02760198097
0x71fcb55c7c7e43325c499e5f0041b917bf022e87,Arbitrum Treasury,12,3,"null",15,21129.521487996,0.02753749705
0x71fcb55c7c7e43325c499e5f0041b917bf022e87,Arbitrum Core,11,2,"null",13,21129.521487996,0.01652292891
0xdc8d9112242a91da4cbada87e05dbc20fd802783,Arbitrum Treasury,"null","null",1,1,21125,0.02753160433
0xdc8d9112242a91da4cbada87e05dbc20fd802783,Arbitrum Core,"null",1,"null",1,21125,0.01651939318
0x375401dcf10e1385ea7114e6f1ac22104f1b56cc,Arbitrum Core,1,"null","null",1,21025.67576143,0.0164417233
0x375401dcf10e1385ea7114e6f1ac22104f1b56cc,Arbitrum Treasury,1,"null","null",1,21025.67576143,0.02740215791
0xfbe82589349841130791225d1756bd05157eb560,Arbitrum Treasury,12,"null",1,13,20998.327440707,0.02736651563
0xfbe82589349841130791225d1756bd05157eb560,Arbitrum Core,6,1,"null",7,20998.327440707,0.01642033738
0x1bb76fa4d8075ba041da9e7b99dd319df1ee8243,Arbitrum Treasury,1,1,1,3,20735.33404055,0.0270237639
0x5b191f5a2b4a867c4ed71858daccc51fc59c69c0,Arbitrum Core,1,"null","null",1,20543.234416992,0.01606446232
0xc21a5ee89d306353e065a6dd5779470de395dbac,Arbitrum Treasury,4,"null",1,5,20438.089467694,0.02663637361
0xc21a5ee89d306353e065a6dd5779470de395dbac,Arbitrum Core,1,"null","null",1,20438.089467694,0.01598224075
0xcebd30b23d182dbd17022e9111236bf2d070926e,Arbitrum Treasury,4,"null","null",4,20425,0.02661931448
0xcebd30b23d182dbd17022e9111236bf2d070926e,Arbitrum Core,3,"null","null",3,20425,0.015972005
0x7d8fe788ed6a843f7525b8f16d087be1edab67dc,Arbitrum Treasury,1,1,"null",2,20395.097918595,0.02658034396
0xf33364a83b6002d5070ec5fa31f5d9eb93572732,Arbitrum Treasury,2,2,"null",4,20324.32467416,0.02648810723
0xd8943a2fa43fe3339c4cd1830050ef89014d55f1,Arbitrum Core,8,"null","null",8,20241.4355,0.01582846067
0xd8943a2fa43fe3339c4cd1830050ef89014d55f1,Arbitrum Treasury,12,"null","null",12,20241.4355,0.02638008015
0xc6a0d3c3d306cbb0915013cb6a7c45b89f804703,Arbitrum Treasury,3,"null","null",3,20176.976541032,0.02629607265
0xc6a0d3c3d306cbb0915013cb6a7c45b89f804703,Arbitrum Core,4,"null","null",4,20176.976541032,0.01577805485
0x4dc157c509937d410c75f59cbe55dba68fddad24,Arbitrum Core,2,"null","null",2,20096.19322976,0.01571488366
0x4dc157c509937d410c75f59cbe55dba68fddad24,Arbitrum Treasury,4,1,"null",5,20096.19322976,0.02619079008
0x91199826dbc27ae3033357d91b6fd3b7eb4d2149,Arbitrum Treasury,"null",1,"null",1,20020.793179844,0.02609252337
0x36206bc0b8e79dbfce3343a4e9978373375a39ef,Arbitrum Core,1,"null","null",1,20020.13144045,0.01565540463
0xbb8b4d64f99f714954522c3bfd21b1cb1a6de9d8,Arbitrum Treasury,9,"null","null",9,19981,0.02604066206
0xbb8b4d64f99f714954522c3bfd21b1cb1a6de9d8,Arbitrum Core,3,1,"null",4,19981,0.0156248045
0xa69682799da3eee36a5bee59c3249f9c25a1157d,Arbitrum Treasury,8,3,"null",11,19930.121348172,0.02597435338
0xa69682799da3eee36a5bee59c3249f9c25a1157d,Arbitrum Core,3,"null","null",3,19930.121348172,0.01558501826
0x0ec39132e889b703302116af7c7852fd13debd88,Arbitrum Treasury,1,2,"null",3,19549.641034421,0.02547848434
0x0ec39132e889b703302116af7c7852fd13debd88,Arbitrum Core,1,"null","null",1,19549.641034421,0.01528748908
0x631ab8eb40588543df900263f864b6376d56a587,Arbitrum Core,1,"null","null",1,19381.700002641,0.01515616203
0x631ab8eb40588543df900263f864b6376d56a587,Arbitrum Treasury,1,"null","null",1,19381.700002641,0.02525961163
0xd1b572f9528b70df1ea79456edc8250125f2d6bb,Arbitrum Core,1,"null","null",1,19179.347021252,0.01499792542
0xd1b572f9528b70df1ea79456edc8250125f2d6bb,Arbitrum Treasury,6,"null","null",6,19179.347021252,0.02499589081
0x67e3ace9eb925f581630afe8591cead564f40b63,Arbitrum Core,1,1,"null",2,19071.604373664,0.01491367248
0x67e3ace9eb925f581630afe8591cead564f40b63,Arbitrum Treasury,"null",1,"null",1,19071.604373664,0.02485547292
0x60365500fc2b09d8ab6aff7dd444d0da0fe8059c,Arbitrum Treasury,3,"null","null",3,19053.965962251,0.02483248529
0x0bd54e59ff6b564cdd2c8a816d1d6ea0d99a132c,Arbitrum Treasury,1,"null","null",1,18739,0.02442199922
0x0bd54e59ff6b564cdd2c8a816d1d6ea0d99a132c,Arbitrum Core,2,"null","null",2,18739,0.01465358148
0xa17cf9af4c00a7c1a706aee96c8ee6443e41d69b,Arbitrum Core,2,"null","null",2,18376.128523908,0.01436982212
0xa17cf9af4c00a7c1a706aee96c8ee6443e41d69b,Arbitrum Treasury,3,"null",1,4,18376.128523908,0.02394907927
0xf6bc0e3662a840dc1fd939652dcc793c3edfaa1e,Arbitrum Treasury,1,"null","null",1,18372,0.02394369868
0xf6bc0e3662a840dc1fd939652dcc793c3edfaa1e,Arbitrum Core,1,"null","null",1,18372,0.01436659368
0xcc878369b26127bd4bc1b0b465bc8be9b92a4c62,Arbitrum Core,1,"null","null",1,18368.348048566,0.01436373792
0xcc878369b26127bd4bc1b0b465bc8be9b92a4c62,Arbitrum Treasury,1,"null","null",1,18368.348048566,0.0239389392
0x47f7ea0dd4418aa1cec00786f5c47623ac37ba42,Arbitrum Treasury,1,"null","null",1,18301.799375589,0.02385220823
0x47f7ea0dd4418aa1cec00786f5c47623ac37ba42,Arbitrum Core,1,"null","null",1,18301.799375589,0.01431169798
0x678bb384442adfc954c700eddf028c9332659f44,Arbitrum Core,2,"null","null",2,18185.303884278,0.01422060047
0x678bb384442adfc954c700eddf028c9332659f44,Arbitrum Treasury,4,1,"null",5,18185.303884278,0.02370038301
0x30fe0d8d2d81ea568ff60b6e28ab74eb7e548cb0,Arbitrum Core,3,"null","null",3,18115.918247114,0.01416634208
0x30fe0d8d2d81ea568ff60b6e28ab74eb7e548cb0,Arbitrum Treasury,2,"null","null",2,18115.918247114,0.02360995471
0x1bf555e99b9056e75f5752ebf6593c4929bf5d50,Arbitrum Treasury,"null",1,"null",1,17663.645912213,0.02302052119
0x1bf555e99b9056e75f5752ebf6593c4929bf5d50,Arbitrum Core,"null",1,"null",1,17663.645912213,0.01381267275
0x6e2e4991ebc00841e10419065c966b613bc4a84b,Arbitrum Core,"null",1,"null",1,17508.012128507,0.01369096976
0x6e2e4991ebc00841e10419065c966b613bc4a84b,Arbitrum Treasury,1,"null","null",1,17508.012128507,0.02281768816
0x6d28cadac40fdc09993c4b829b0f589fa5c598dd,Arbitrum Treasury,"null",1,"null",1,17500,0.02280724619
0x6d28cadac40fdc09993c4b829b0f589fa5c598dd,Arbitrum Core,"null",1,"null",1,17500,0.01368470441
0x8c12cbbe122c73847104dd1920f3478e0758a312,Arbitrum Core,3,"null","null",3,17361.058553173,0.01357605455
0x8c12cbbe122c73847104dd1920f3478e0758a312,Arbitrum Treasury,3,"null",1,4,17361.058553173,0.0226261678
0x7640b5ff361a45249f12e8793ac17d91a0e76ece,Arbitrum Treasury,2,"null","null",2,17347.288389001,0.02260822154
0xe8b384917ed2650f06406e7c7f87dd9df0080fd7,Arbitrum Core,10,"null","null",10,17259.182012803,0.01349638881
0xe8b384917ed2650f06406e7c7f87dd9df0080fd7,Arbitrum Treasury,7,3,1,11,17259.182012803,0.02249339504
0x24902fc7a499784a48aa8737a3162bf1171b716f,Arbitrum Treasury,1,"null","null",1,17250,0.02248142839
0x24902fc7a499784a48aa8737a3162bf1171b716f,Arbitrum Core,1,"null","null",1,17250,0.01348920863
0x6b3de22ec227d168dfaee06f1fc629b49eb73e60,Arbitrum Core,1,"null","null",1,17245.4,0.01348561151
0x6b3de22ec227d168dfaee06f1fc629b49eb73e60,Arbitrum Treasury,1,"null","null",1,17245.4,0.02247543334
0x046d7b246f6ccb99d161775dc7ca8a09670886b7,Arbitrum Core,3,"null","null",3,17126.376245719,0.01339253695
0x046d7b246f6ccb99d161775dc7ca8a09670886b7,Arbitrum Treasury,1,7,"null",8,17126.376245719,0.02232031311
0x1dab8da475acce5ef82dc6a0ab21cf758f18a8b8,Arbitrum Core,2,"null","null",2,17041.831635655,0.01332642449
0x1dab8da475acce5ef82dc6a0ab21cf758f18a8b8,Arbitrum Treasury,5,"null","null",5,17041.831635655,0.02221012855
0x5d30ea6d8eb2b0c2fa58b0df9d023cceca847893,Arbitrum Treasury,4,1,"null",5,16961.441462592,0.02210535835
0x5d30ea6d8eb2b0c2fa58b0df9d023cceca847893,Arbitrum Core,1,1,"null",2,16961.441462592,0.01326356073
0x49d770b1a8ebb924b7b4b035dbbccc0491eb3d24,Arbitrum Core,"null",1,"null",1,16910,0.01322333438
0x49d770b1a8ebb924b7b4b035dbbccc0491eb3d24,Arbitrum Treasury,"null",1,"null",1,16910,0.02203831617
0x4a937bc9e1f552cbe3775bbc80ee5d3d3abef753,Arbitrum Core,1,"null","null",1,16803.925577667,0.01314038597
0xfd8a8ff896ccd28efe1c4a3ef69b9c4fd3f1943d,Arbitrum Treasury,1,"null","null",1,16637.678859279,0.02168340787
0xfd8a8ff896ccd28efe1c4a3ef69b9c4fd3f1943d,Arbitrum Core,1,"null","null",1,16637.678859279,0.01301038384
0x33f6ee932cea603fafd6854827259be172c91da4,Arbitrum Treasury,5,"null",1,6,16567.091984124,0.02159141403
0x33f6ee932cea603fafd6854827259be172c91da4,Arbitrum Core,3,"null","null",3,16567.091984124,0.0129551861
0x32707a8329c1da69a7af1cc1824ab90662c877fa,Arbitrum Core,3,"null","null",3,16289.67951,0.01273825423
0x32707a8329c1da69a7af1cc1824ab90662c877fa,Arbitrum Treasury,5,"null",1,6,16289.67951,0.02122987034
0xa5e5237977024ffc8daf9d60a85d57c6377d7ad5,Arbitrum Core,1,"null","null",1,16154.983706054,0.01263292439
0xa5e5237977024ffc8daf9d60a85d57c6377d7ad5,Arbitrum Treasury,4,1,"null",5,16154.983706054,0.02105432517
0xb898d8e78c8691d0216ae500d7265d4397fc5ff6,Arbitrum Treasury,4,"null","null",4,16039.963399836,0.02090442252
0xb898d8e78c8691d0216ae500d7265d4397fc5ff6,Arbitrum Core,2,"null","null",2,16039.963399836,0.01254298045
0xe0df5b29044f583aa415c8951655ab930e3dc852,Arbitrum Core,2,"null","null",2,15833.404550055,0.01238145492
0xe0df5b29044f583aa415c8951655ab930e3dc852,Arbitrum Treasury,2,"null","null",2,15833.404550055,0.02063522032
0xebf22f6ac2bdd152ac1984d09631945cab2b751f,Arbitrum Treasury,1,"null","null",1,15752.161019308,0.02052933796
0x1615b5e85c2cc9c2d748987c1ef3f4185ed2150d,Arbitrum Treasury,1,"null","null",1,15500,0.02020070377
0x1615b5e85c2cc9c2d748987c1ef3f4185ed2150d,Arbitrum Core,1,"null","null",1,15500,0.01212073819
0x8080c0bb1f95b695e4298517fa18884c3051e170,Arbitrum Core,3,"null","null",3,15378.2496,0.01202553144
0x8080c0bb1f95b695e4298517fa18884c3051e170,Arbitrum Treasury,8,"null",1,9,15378.2496,0.02004202998
0x78bc7e6bc45741a4573515c3206cab0b570389aa,Arbitrum Treasury,2,"null","null",2,15328.103826318,0.01997667643
0xf4fb4c77ed823f135e6fd31b0cf09ec770e27f12,Arbitrum Core,1,"null","null",1,15294.985496934,0.01196042031
0xf4fb4c77ed823f135e6fd31b0cf09ec770e27f12,Arbitrum Treasury,5,"null","null",5,15294.985496934,0.01993351427
0x6d33ecd723155522d597682df1f0ac10e7d7d9ed,Arbitrum Treasury,1,"null","null",1,15179.946171395,0.01978358683
0x5b68b49d886603537f8d87aaaaae39ef801353a4,Arbitrum Treasury,1,"null","null",1,15124.668428057,0.01971154493
0x5b68b49d886603537f8d87aaaaae39ef801353a4,Arbitrum Core,1,"null","null",1,15124.668428057,0.01182723524
0xb83bf031201753e9eb0a60ea5b7ed5c880cb8459,Arbitrum Core,1,"null","null",1,15000.009071052,0.01172975373
0xb83bf031201753e9eb0a60ea5b7ed5c880cb8459,Arbitrum Treasury,2,1,"null",3,15000.009071052,0.01954907998
0x99060737c0655b7d1e708267bc5add8c03866f72,Arbitrum Core,1,"null","null",1,15000,0.01172974664
0x99060737c0655b7d1e708267bc5add8c03866f72,Arbitrum Treasury,1,"null","null",1,15000,0.01954906816
0xf97b4d9bc5e013a069502ceaae24602cc6b11308,Arbitrum Treasury,2,"null","null",2,14990.391526223,0.01953654571
0x3a6154998397441c7da755e93eecc2f2460be365,Arbitrum Core,"null",1,"null",1,14777.015703923,0.01155537668
0x3988653eba30672d77addac0e0b48068bca0218e,Arbitrum Treasury,5,3,"null",8,14750,0.01922325036
0x3988653eba30672d77addac0e0b48068bca0218e,Arbitrum Core,4,"null","null",4,14750,0.01153425086
0x54b00aae51e8c8f022e420681da940ad08b780d4,Arbitrum Treasury,2,"null","null",2,14676.234791559,0.01912711429
0x54b00aae51e8c8f022e420681da940ad08b780d4,Arbitrum Core,1,"null","null",1,14676.234791559,0.01147656771
0x090928b9327258f9b12ed9dcb9f64fb00e37c872,Arbitrum Treasury,2,"null","null",2,14676.193946997,0.01912706105
0x4cf100cce352029e726185980e4611de835d6c7b,Arbitrum Treasury,4,3,"null",7,14559.365011037,0.01897480127
0x4cf100cce352029e726185980e4611de835d6c7b,Arbitrum Core,4,1,"null",5,14559.365011037,0.01138517752
0x283a0c405cd8372e30add247ffca3b8732ff8d27,Arbitrum Treasury,2,"null","null",2,14400,0.01876710543
0x283a0c405cd8372e30add247ffca3b8732ff8d27,Arbitrum Core,"null",1,"null",1,14400,0.01126055677
0xd131f1bcdd547e067af447dd3c36c99d6be9fdeb,Arbitrum Treasury,1,"null","null",1,14200.270348753,0.01850680353
0xd131f1bcdd547e067af447dd3c36c99d6be9fdeb,Arbitrum Core,2,"null","null",2,14200.270348753,0.01110437156
