DELEGATE,GOVERNOR,FOR,AGAINST,ABSTAIN,VOTES,DELEGATE_POWER,PERCENT_QUORUM
0x18e9664a094d8d134bb3bae84119305afe308ece,Arbitrum Treasury,6,"null",2,8,9749.003063536,0.01270559503
0x18e9664a094d8d134bb3bae84119305afe308ece,Arbitrum Core,3,"null","null",3,9749.003063536,0.007623555727
0x709680f22d2b95267764db0e1385b59525d7f4d8,Arbitrum Core,1,"null","null",1,9745.442520298,0.007620771442
0x709680f22d2b95267764db0e1385b59525d7f4d8,Arbitrum Treasury,1,"null","null",1,9745.442520298,0.01270095467
0xb28c222de46c6823cd2955708f4696cdf26ed9bd,Arbitrum Core,1,"null","null",1,9740,0.007616515483
0xb28c222de46c6823cd2955708f4696cdf26ed9bd,Arbitrum Treasury,1,"null","null",1,9740,0.01269386159
0xf8e893c7d84e366f7bc6bc1cdb568ff8c91bcf57,Arbitrum Core,1,"null","null",1,9737.439487056,0.007614513205
0xee61f6c495c40afe59a656802fdb5d66020a22a6,Arbitrum Core,2,"null","null",2,9731.897789089,0.007610179691
0xee61f6c495c40afe59a656802fdb5d66020a22a6,Arbitrum Treasury,1,"null","null",1,9731.897789089,0.01268330221
0x40ff38496e4d7af91a737d0384c4840a54a6b877,Arbitrum Treasury,1,"null","null",1,9725.944120022,0.01267554297
0x40ff38496e4d7af91a737d0384c4840a54a6b877,Arbitrum Core,1,"null","null",1,9725.944120022,0.007605524023
0xb5f3b42d4095eea64900a499cc72066a502a5b11,Arbitrum Treasury,"null",2,"null",2,9724.886155674,0.01267416415
0x1390e4a8a34ac4ac08153811a15fc284cd090cbd,Arbitrum Treasury,4,"null","null",4,9686.9629,0.01262473987
0xcc2005844aeabbd4d663f7c45c9bd1369eb062b3,Arbitrum Treasury,11,2,"null",13,9659.055392244,0.01258836882
0xcc2005844aeabbd4d663f7c45c9bd1369eb062b3,Arbitrum Core,7,"null","null",7,9659.055392244,0.007553218167
0xf8dabaa577b73748c499713160629d4c43a87543,Arbitrum Treasury,5,"null","null",5,9650,0.01257656718
0xf8dabaa577b73748c499713160629d4c43a87543,Arbitrum Core,3,"null","null",3,9650,0.007546137003
0x6ba4741158abb3936604013369445024819d1992,Arbitrum Treasury,1,"null","null",1,9608.44429654,0.01252240883
0xe7e5c18aa987d8c8a55e610ff39f3fa48d48dd15,Arbitrum Core,3,"null","null",3,9608.000458005,0.007513294071
0xe7e5c18aa987d8c8a55e610ff39f3fa48d48dd15,Arbitrum Treasury,1,"null","null",1,9608.000458005,0.01252183039
0x4f685b29514eed0c9d929386e86d9cd81981118b,Arbitrum Treasury,2,"null","null",2,9599.476090919,0.01251072083
0x4f685b29514eed0c9d929386e86d9cd81981118b,Arbitrum Core,2,"null","null",2,9599.476090919,0.00750662816
0x30b3d95e24ea00f5fb4b9bdf4f714159d9d793c2,Arbitrum Treasury,2,"null","null",2,9586.968038,0.01249441944
0x5f40324ed97badd9079e67e162c83b1fb9168a12,Arbitrum Core,3,"null","null",3,9531.928014578,0.007453806705
0x5f40324ed97badd9079e67e162c83b1fb9168a12,Arbitrum Treasury,3,"null","null",3,9531.928014578,0.01242268736
0x82b97fe157c390fd334c1aaebc767113cafa2154,Arbitrum Core,7,1,"null",8,9531.660150106,0.00745359724
0x82b97fe157c390fd334c1aaebc767113cafa2154,Arbitrum Treasury,7,3,1,11,9531.660150106,0.01242233826
0xe2665c6b02ea68e0cf3ef1a74b88155ef10243a0,Arbitrum Treasury,7,"null","null",7,9514.80542793,0.01240037199
0xe2665c6b02ea68e0cf3ef1a74b88155ef10243a0,Arbitrum Core,5,"null","null",5,9514.80542793,0.007440417132
0xfa89ca286cd7d5daedb9d1ad31b3788c8ce6250d,Arbitrum Core,8,1,"null",9,9500.786621863,0.007429454662
0xfa89ca286cd7d5daedb9d1ad31b3788c8ce6250d,Arbitrum Treasury,11,"null","null",11,9500.786621863,0.01238210168
0x049e37b4276b58db622ab5db2ff2affcb40dc11c,Arbitrum Core,1,"null","null",1,9471.338664159,0.007406426857
0xced11ae1a073360786b0e239bed5b2b058dd054e,Arbitrum Treasury,2,"null","null",2,9445.906111982,0.0123105775
0xced11ae1a073360786b0e239bed5b2b058dd054e,Arbitrum Core,1,"null","null",1,9445.906111982,0.00738653903
0x9ea278beddb85382ef23c0ff42d1c0d4d9d6d296,Arbitrum Core,"null",1,"null",1,9375,0.007331091648
0x9ea278beddb85382ef23c0ff42d1c0d4d9d6d296,Arbitrum Treasury,1,"null","null",1,9375,0.0122181676
0xe62c0d3423351ab3dfa1c1a403392a5ad58c617b,Arbitrum Treasury,10,2,"null",12,9249.7,0.01205486772
0xe62c0d3423351ab3dfa1c1a403392a5ad58c617b,Arbitrum Core,5,"null",4,9,9249.7,0.007233109165
0xd6d4468352591c4873928437c8a4659255602835,Arbitrum Core,3,"null","null",3,9205,0.00719815452
0xd6d4468352591c4873928437c8a4659255602835,Arbitrum Treasury,1,"null","null",1,9205,0.01199661149
0xe4bab648a89041edd6b4c9302f91f39baa33e8c5,Arbitrum Core,1,"null","null",1,9181.305070729,0.007179625485
0xe4bab648a89041edd6b4c9302f91f39baa33e8c5,Arbitrum Treasury,"null",1,"null",1,9181.305070729,0.01196573058
0x8d9d413b9c79a781ba53c4c30dd207043a3d6c30,Arbitrum Treasury,2,2,1,5,9164.171391391,0.01194340074
0x8d9d413b9c79a781ba53c4c30dd207043a3d6c30,Arbitrum Core,2,"null","null",2,9164.171391391,0.007166227238
0xb702488a6c08e34c6e3274367392fc75b1321346,Arbitrum Core,6,1,2,9,9146.977916475,0.007152782231
0xb702488a6c08e34c6e3274367392fc75b1321346,Arbitrum Treasury,9,4,"null",13,9146.977916475,0.01192099298
0xb4e85fdf97f32220f9a751e50ae0a7733d71d892,Arbitrum Treasury,2,"null","null",2,9125,0.0118923498
0x8c42138c925d1049ec6b29f1ecf817b1628e54ba,Arbitrum Treasury,1,"null","null",1,9125,0.0118923498
0xb4e85fdf97f32220f9a751e50ae0a7733d71d892,Arbitrum Core,1,"null","null",1,9125,0.007135595871
0x224bfda39a9624cec6b3f1aa055d731a491997ec,Arbitrum Treasury,9,"null","null",9,9049.916846625,0.01179449609
0x224bfda39a9624cec6b3f1aa055d731a491997ec,Arbitrum Core,5,"null","null",5,9049.916846625,0.007076882113
0x309471398adfa2b136970583ad0db66294f035e3,Arbitrum Core,1,"null",1,2,9019.619896586,0.00705319041
0x309471398adfa2b136970583ad0db66294f035e3,Arbitrum Treasury,2,"null",2,4,9019.619896586,0.01175501094
0x9fd3a5749b9a78eb54451012a0564e4936366868,Arbitrum Treasury,3,"null","null",3,9005,0.01173595725
0x9fd3a5749b9a78eb54451012a0564e4936366868,Arbitrum Core,1,"null","null",1,9005,0.007041757898
0xf8219bd4d474a8ed9e4041d6cae01467f3ee1e56,Arbitrum Treasury,1,"null","null",1,9003.550935094,0.01173406873
0xf8219bd4d474a8ed9e4041d6cae01467f3ee1e56,Arbitrum Core,1,"null","null",1,9003.550935094,0.007040624754
0x5a443c9c1ed741237e82659dac3453795f403f68,Arbitrum Treasury,2,"null","null",2,9000.000000958,0.0117294409
0x06c9d1c55aedfe601d938bde1fa03109a6e940b7,Arbitrum Treasury,1,"null","null",1,8988.583473922,0.01171456207
0x06c9d1c55aedfe601d938bde1fa03109a6e940b7,Arbitrum Core,1,"null","null",1,8988.583473922,0.007028920452
0x4fffe08811a9b9f384b0db099c0f8f07f3acac83,Arbitrum Treasury,10,2,"null",12,8875,0.011566532
0x4fffe08811a9b9f384b0db099c0f8f07f3acac83,Arbitrum Core,8,"null","null",8,8875,0.006940100094
0x57764f39fc0e3a39ea6936facace0e92e9fa7eee,Arbitrum Core,1,"null","null",1,8866.33754731,0.006933326202
0x57764f39fc0e3a39ea6936facace0e92e9fa7eee,Arbitrum Treasury,1,"null","null",1,8866.33754731,0.01155524247
0xa9811f9f6b8bca7f9f91f850a98310e63fbb7326,Arbitrum Core,2,1,"null",3,8829.658867604,0.006904644094
0xa9811f9f6b8bca7f9f91f850a98310e63fbb7326,Arbitrum Treasury,5,3,1,9,8829.658867604,0.0115074402
0x57e6adb5f6368b9946fe1f41254d9d54b7b7575e,Arbitrum Core,1,"null","null",1,8817.973498777,0.006895506333
0x57e6adb5f6368b9946fe1f41254d9d54b7b7575e,Arbitrum Treasury,3,"null","null",3,8817.973498777,0.011492211
0x619bbd8a9c3fd504435f6c45b63376676b83a708,Arbitrum Core,3,"null","null",3,8769.457576587,0.006857567701
0x619bbd8a9c3fd504435f6c45b63376676b83a708,Arbitrum Treasury,7,1,"null",8,8769.457576587,0.01142898159
0xa2a2602bc84371e6a7af8b88467e8b3f10aa7658,Arbitrum Treasury,6,"null",3,9,8750.4,0.0114041444
0xa2a2602bc84371e6a7af8b88467e8b3f10aa7658,Arbitrum Core,7,"null","null",7,8750.4,0.006842664998
0x14ef43390efafeb958b5956ca13f63c7dc76a3d8,Arbitrum Treasury,1,"null","null",1,8750,0.01140362309
0x9109358674f1c9a1a945a1d9880fb7ef1ddc43a3,Arbitrum Core,1,"null","null",1,8750,0.006842352205
0xb5026494ea932cbd161c46392ffd7a2855ca05af,Arbitrum Core,3,1,"null",4,8750,0.006842352205
0xb5026494ea932cbd161c46392ffd7a2855ca05af,Arbitrum Treasury,2,2,"null",4,8750,0.01140362309
0x98a1932b1e4a15c6ec0c72cf4e4b6ccf6c495b2c,Arbitrum Core,1,"null","null",1,8750,0.006842352205
0x14ef43390efafeb958b5956ca13f63c7dc76a3d8,Arbitrum Core,1,"null","null",1,8750,0.006842352205
0x9109358674f1c9a1a945a1d9880fb7ef1ddc43a3,Arbitrum Treasury,1,"null","null",1,8750,0.01140362309
0xeb8f7b8c27732e00bef318441422000d8ccd1e54,Arbitrum Treasury,3,"null","null",3,8750,0.01140362309
0xeb8f7b8c27732e00bef318441422000d8ccd1e54,Arbitrum Core,1,"null","null",1,8750,0.006842352205
0x35f272a684b3d5ecb77584aac5fe1f4a0ca0c379,Arbitrum Treasury,1,"null","null",1,8750,0.01140362309
0x98a1932b1e4a15c6ec0c72cf4e4b6ccf6c495b2c,Arbitrum Treasury,1,"null","null",1,8750,0.01140362309
0xddf8eb9abe01c6baf5f1308a3173a69f95fa6ce2,Arbitrum Treasury,5,"null",1,6,8749.0038,0.01140232478
0xddf8eb9abe01c6baf5f1308a3173a69f95fa6ce2,Arbitrum Core,5,"null","null",5,8749.0038,0.006841573194
0x275447d8b0cc83c20fccc72a8a7e67ab7e781777,Arbitrum Treasury,1,"null","null",1,8741.016572208,0.01139191525
0x3288338837dc90afbb81a93e5a9c3c5688436e10,Arbitrum Core,4,"null","null",4,8706.282962685,0.00680816622
0x3288338837dc90afbb81a93e5a9c3c5688436e10,Arbitrum Treasury,2,1,"null",3,8706.282962685,0.01134664794
0xe4b551b5e40d2dbaea7f39f1ca3ff2fd41e70eab,Arbitrum Treasury,5,"null","null",5,8684.266073668,0.01131795396
0xe4b551b5e40d2dbaea7f39f1ca3ff2fd41e70eab,Arbitrum Core,2,"null","null",2,8684.266073668,0.006790949385
0x110b8b6717c4da32d86a8d3ef78964d44f9d61f0,Arbitrum Treasury,10,3,"null",13,8674.461581948,0.01130517605
0x110b8b6717c4da32d86a8d3ef78964d44f9d61f0,Arbitrum Core,9,"null","null",9,8674.461581948,0.006783282438
0x3c36247f186037dc2085b5d3629e9933141dbd29,Arbitrum Treasury,2,2,"null",4,8666.578599694,0.01129490238
0x3c36247f186037dc2085b5d3629e9933141dbd29,Arbitrum Core,1,"null","null",1,8666.578599694,0.006777118079
0xb75a7b6ab64c7ff15d8aafbc38cd7b65962eaa7e,Arbitrum Core,3,5,1,9,8648.897830619,0.006763292016
0xb75a7b6ab64c7ff15d8aafbc38cd7b65962eaa7e,Arbitrum Treasury,5,3,2,10,8648.897830619,0.01127185955
0xb757c0f0020600b3a239c33a7e6a0c2b991ca878,Arbitrum Treasury,"null","null",1,1,8625,0.01124071419
0xb757c0f0020600b3a239c33a7e6a0c2b991ca878,Arbitrum Core,"null","null",1,1,8625,0.006744604317
0x0cb584c5cda6c048a4eb76bd114d6b8a128b0dde,Arbitrum Core,1,"null","null",1,8624.98,0.006744588677
0x0cb584c5cda6c048a4eb76bd114d6b8a128b0dde,Arbitrum Treasury,1,"null","null",1,8624.98,0.01124068813
0x5ffd23b1b0350debb17a2cb668929ac5f76d0e18,Arbitrum Core,8,"null","null",8,8599.513187211,0.006724674059
0x5ffd23b1b0350debb17a2cb668929ac5f76d0e18,Arbitrum Treasury,10,"null","null",10,8599.513187211,0.01120749796
0x79fc15fde617f9b2032433878afae6f7ee525558,Arbitrum Core,1,"null","null",1,8588,0.006715670942
0x79fc15fde617f9b2032433878afae6f7ee525558,Arbitrum Treasury,3,"null","null",3,8588,0.01119249316
0x65395c3ca6f9b1b3026fe44d1d8da0a3146c2af4,Arbitrum Treasury,2,"null","null",2,8584.311142392,0.01118768558
0xdd1ecae49312f5a2fef65d13327e92d32864fdee,Arbitrum Core,3,"null","null",3,8577.159064098,0.006707193513
0xdd1ecae49312f5a2fef65d13327e92d32864fdee,Arbitrum Treasury,1,"null","null",1,8577.159064098,0.01117836448
0x97dec8aba769947a7bbae7299adbe96a58c4b9fe,Arbitrum Core,1,"null","null",1,8569,0.006700813262
0x97dec8aba769947a7bbae7299adbe96a58c4b9fe,Arbitrum Treasury,"null","null",1,1,8569,0.011167731
0xe58585b22cc2ac4270a2b92c2d2d8c5db5a3330e,Arbitrum Treasury,"null",1,1,2,8567.980094358,0.01116640179
0xe58585b22cc2ac4270a2b92c2d2d8c5db5a3330e,Arbitrum Core,1,"null","null",1,8567.980094358,0.006700015713
0x7f21b3e952ae82d10f66e03a9b39d198728a31e0,Arbitrum Treasury,1,"null","null",1,8550.46977661,0.0111435811
0x7f21b3e952ae82d10f66e03a9b39d198728a31e0,Arbitrum Core,1,"null","null",1,8550.46977661,0.006686322941
0xbd8e3fcde2ed8a4872622d454ff7ac257c74f9e3,Arbitrum Treasury,7,1,2,10,8509.704714223,0.01109045317
0xbd8e3fcde2ed8a4872622d454ff7ac257c74f9e3,Arbitrum Core,8,"null","null",8,8509.704714223,0.006654445351
0xe63eb4131fe0d39f8b21c058fb5f029b8b8f5ab9,Arbitrum Treasury,1,"null","null",1,8500.000485687,0.01107780592
0x25421b9329a3ba2c41390bd923e11d45d23cc3c5,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0xbd156afccbac9a15047fad027d70118b44f040ee,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0xbd156afccbac9a15047fad027d70118b44f040ee,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0x25421b9329a3ba2c41390bd923e11d45d23cc3c5,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0x675e0e6d555d0386385536211152a5f393d8d28c,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0xe14740a3b0d5cd58fe02ecfeef753bf8d5078a0f,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0x10936eaaeafd7b02f8f2fcddec5cffd3166eec3b,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0x675e0e6d555d0386385536211152a5f393d8d28c,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0x10936eaaeafd7b02f8f2fcddec5cffd3166eec3b,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0x1dc9a4904692528eb622da226cc766201cbdc73d,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0xd1d3adf795ca7d902f13bb99ed5fbf4fad76af6f,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0xd1d3adf795ca7d902f13bb99ed5fbf4fad76af6f,Arbitrum Core,1,"null","null",1,8500,0.006646856428
0x9d11658ffbe5999d7b3b4e46ad568e0098be0e53,Arbitrum Core,6,"null","null",6,8500,0.006646856428
0xe14740a3b0d5cd58fe02ecfeef753bf8d5078a0f,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0x9d11658ffbe5999d7b3b4e46ad568e0098be0e53,Arbitrum Treasury,8,"null","null",8,8500,0.01107780529
0x1dc9a4904692528eb622da226cc766201cbdc73d,Arbitrum Treasury,1,"null",1,2,8500,0.01107780529
0x4e7e43067c1d896361618190d21b64f3665e5111,Arbitrum Core,1,"null","null",1,8473.877924835,0.006626429406
0x4e7e43067c1d896361618190d21b64f3665e5111,Arbitrum Treasury,1,"null","null",1,8473.877924835,0.01104376114
0x8763380dd4930faa88e9d4ddcfabf478cae82296,Arbitrum Core,1,1,"null",2,8414.17729093,0.006579744519
0x8763380dd4930faa88e9d4ddcfabf478cae82296,Arbitrum Treasury,1,1,"null",2,8414.17729093,0.01096595503
0xfd7ef248551016e102c5bb46ef075c637bf95825,Arbitrum Treasury,1,"null","null",1,8405.463698457,0.01095459885
0x93f5d5dc61218fc6cd08fc7d472b49f0369095d0,Arbitrum Core,1,"null","null",1,8358.871639233,0.006536496434
0x93f5d5dc61218fc6cd08fc7d472b49f0369095d0,Arbitrum Treasury,4,"null","null",4,8358.871639233,0.01089387676
0xa8f5eba6aa0c6b1dcb357f1a76bdd8cf1f89e738,Arbitrum Treasury,1,"null","null",1,8288.799065994,0.01080255319
0xa8f5eba6aa0c6b1dcb357f1a76bdd8cf1f89e738,Arbitrum Core,1,"null","null",1,8288.799065994,0.006481700865
0x0ad9fbf7aa4c95133dbef42f4cc347c001a6e678,Arbitrum Core,7,"null","null",7,8259.222776711,0.006458572706
0x0ad9fbf7aa4c95133dbef42f4cc347c001a6e678,Arbitrum Treasury,9,"null",1,10,8259.222776711,0.01076400727
0xc6404f24db2f573f07f3a60758765caad198c0c3,Arbitrum Treasury,11,2,1,14,8250.001944553,0.01075199002
0xc6404f24db2f573f07f3a60758765caad198c0c3,Arbitrum Core,8,"null",1,9,8250.001944553,0.006451362171
0xfcba88ee3480cd7419a3eba8559d54ed609e86ea,Arbitrum Core,5,"null","null",5,8250,0.006451360651
0xfcba88ee3480cd7419a3eba8559d54ed609e86ea,Arbitrum Treasury,7,1,"null",8,8250,0.01075198749
0xdca9bbf0741e95dea21fc3d92ea418c7f0d08da4,Arbitrum Treasury,7,1,"null",8,8250,0.01075198749
0xdca9bbf0741e95dea21fc3d92ea418c7f0d08da4,Arbitrum Core,5,1,"null",6,8250,0.006451360651
0x398b7c52ca4fab73dcb51c0e27dba812e29eaede,Arbitrum Core,5,"null","null",5,8250,0.006451360651
0x398b7c52ca4fab73dcb51c0e27dba812e29eaede,Arbitrum Treasury,6,1,"null",7,8250,0.01075198749
0x06b4233e1392b6b9a687885da3f00b3a5914b23f,Arbitrum Core,"null","null",1,1,8238.306027348,0.006442216162
0x06b4233e1392b6b9a687885da3f00b3a5914b23f,Arbitrum Treasury,1,"null","null",1,8238.306027348,0.01073674707
0xb84716f34383793462fe0a2843a1c6a499a832ac,Arbitrum Treasury,2,"null","null",2,8224.05459928,0.01071817359
0xc4c432dda413ac8ec421844703e831985a6833e5,Arbitrum Core,2,"null","null",2,8200,0.006412261495
0xc4c432dda413ac8ec421844703e831985a6833e5,Arbitrum Treasury,2,"null",1,3,8200,0.01068682393
0x7f848122152aaa1cfa50eb0e3f97c1af6cb74e99,Arbitrum Treasury,1,3,"null",4,8197.607834315,0.01068370629
0xdf1161bfe14ec3ffbd09436c306f12ecabeb25fd,Arbitrum Treasury,3,"null","null",3,8112.388492941,0.01057264237
0xdf1161bfe14ec3ffbd09436c306f12ecabeb25fd,Arbitrum Core,2,"null","null",2,8112.388492941,0.006343750776
0xe46ef25c4cc76157dd7c6fab24c2908cd3bbc3f6,Arbitrum Core,5,"null","null",5,8062.060422667,0.006304395076
0xe46ef25c4cc76157dd7c6fab24c2908cd3bbc3f6,Arbitrum Treasury,6,2,"null",8,8062.060422667,0.01050705125
0x0178274ec3e22cb684a35d829f5e15f66441e71a,Arbitrum Treasury,3,1,1,5,8060.005011388,0.01050437249
0x0178274ec3e22cb684a35d829f5e15f66441e71a,Arbitrum Core,3,"null","null",3,8060.005011388,0.006302787779
0xecf3515a589979e98fc8cb8473f631b5f287c002,Arbitrum Core,1,"null","null",1,8019.11780505,0.006270814674
0xf01539c8dab49c6daf647c380f8624c93aefeac6,Arbitrum Treasury,1,"null","null",1,8002.09429138,0.01042889912
0xf01539c8dab49c6daf647c380f8624c93aefeac6,Arbitrum Core,1,"null","null",1,8002.09429138,0.006257502574
0x64e87249611d98d54e6624ab64d119fa7e7a61d2,Arbitrum Core,1,"null","null",1,8000.009957397,0.00625587266
0x64e87249611d98d54e6624ab64d119fa7e7a61d2,Arbitrum Treasury,1,"null","null",1,8000.009957397,0.01042618266
0xc759e22df74b74f75f3a8a634c27c8ab5dbef935,Arbitrum Core,1,"null","null",1,8000,0.006255864873
0xebce1cba1c082360a881bd967b2837ba6f03c74d,Arbitrum Treasury,2,"null","null",2,8000,0.01042616969
0xebce1cba1c082360a881bd967b2837ba6f03c74d,Arbitrum Core,1,"null","null",1,8000,0.006255864873
0x59432168f899d62aea05ac53c654494c49f7b481,Arbitrum Treasury,"null",1,"null",1,8000,0.01042616969
0xc759e22df74b74f75f3a8a634c27c8ab5dbef935,Arbitrum Treasury,1,"null","null",1,8000,0.01042616969
0x59432168f899d62aea05ac53c654494c49f7b481,Arbitrum Core,"null",1,"null",1,8000,0.006255864873
0xcd0d4cdb238eec15fcf4ff9d13d5a59051e507d7,Arbitrum Treasury,10,"null","null",10,7988.935615064,0.01041174979
0xcd0d4cdb238eec15fcf4ff9d13d5a59051e507d7,Arbitrum Core,6,"null","null",6,7988.935615064,0.006247212711
0xcf7927b2a95f729eeee54f1ae2c43cf51aac67b3,Arbitrum Treasury,8,"null","null",8,7941.997076767,0.01035057615
0xcf7927b2a95f729eeee54f1ae2c43cf51aac67b3,Arbitrum Core,4,"null","null",4,7941.997076767,0.006210507567
0x31b5abcf044049daa96cdc387a44747a48a0ac62,Arbitrum Treasury,"null","null",1,1,7891.72856741,0.01028506264
0x31b5abcf044049daa96cdc387a44747a48a0ac62,Arbitrum Core,"null","null",1,1,7891.72856741,0.006171198442
0x2e30c63cba9baf8b0897c6b16614cc0f7b75fcaf,Arbitrum Core,2,"null","null",2,7874.7539,0.006157924539
0x2e30c63cba9baf8b0897c6b16614cc0f7b75fcaf,Arbitrum Treasury,3,"null",1,4,7874.7539,0.01026294005
0x654ecf30ede43400d342da2dcbc000d756882f64,Arbitrum Treasury,2,"null","null",2,7857.5940712,0.01024057614
0x654ecf30ede43400d342da2dcbc000d756882f64,Arbitrum Core,1,"null","null",1,7857.5940712,0.006144505842
0x880e265a5f7babd24281d6e7a2fcf41ddfb5b4b4,Arbitrum Treasury,3,1,"null",4,7853.394572493,0.01023510305
0x880e265a5f7babd24281d6e7a2fcf41ddfb5b4b4,Arbitrum Core,2,"null","null",2,7853.394572493,0.006141221905
0x5d1d3ff97854e09c05192d8e4d562d8d88f64929,Arbitrum Treasury,4,1,"null",5,7838.4,0.01021556106
0x5d1d3ff97854e09c05192d8e4d562d8d88f64929,Arbitrum Core,1,"null","null",1,7838.4,0.006129496403
0xca92ec40737431b7317339367e6d1d334478a426,Arbitrum Core,2,"null","null",2,7835.103125483,0.006126918303
0xca92ec40737431b7317339367e6d1d334478a426,Arbitrum Treasury,4,"null","null",4,7835.103125483,0.01021126434
0x34339500cee10020084156de8632c6f610710b4c,Arbitrum Core,2,"null","null",2,7809.014,0.006106517047
0x34339500cee10020084156de8632c6f610710b4c,Arbitrum Treasury,3,1,"null",4,7809.014,0.01017726313
0x4d8a99d36fdc19d6b991a45bb21f0c2f4a0e7ed4,Arbitrum Core,4,"null","null",4,7798.597827047,0.006098371776
0x4d8a99d36fdc19d6b991a45bb21f0c2f4a0e7ed4,Arbitrum Treasury,3,"null","null",3,7798.597827047,0.01016368803
0xfe253ac7e42900d1ae4195a1147f2db5ceabb0bb,Arbitrum Core,6,"null","null",6,7765.736463902,0.006072674745
0xfe253ac7e42900d1ae4195a1147f2db5ceabb0bb,Arbitrum Treasury,7,"null","null",7,7765.736463902,0.01012086076
0xaed5bd19d38b1c98bab37fcfac4b69f17eba7563,Arbitrum Treasury,4,"null","null",4,7750,0.01010035188
0x2f05a89d01e113c525abf674ecd5d4ac4866fce3,Arbitrum Treasury,1,"null","null",1,7750,0.01010035188
0xaed5bd19d38b1c98bab37fcfac4b69f17eba7563,Arbitrum Core,6,"null","null",6,7750,0.006060369096
0x856565db827588a88780454863f98a4a323e13aa,Arbitrum Treasury,2,"null","null",2,7691.990795214,0.01002475016
0x63e9c9f13be2ac443fc45fc0470a5a6a3e1876cd,Arbitrum Core,2,"null","null",2,7661.970225867,0.0059915313
0x63e9c9f13be2ac443fc45fc0470a5a6a3e1876cd,Arbitrum Treasury,2,"null","null",2,7661.970225867,0.009985625213
0xd174ad0d1e36c7a60cd922e966354095233f8f23,Arbitrum Treasury,10,1,"null",11,7626,0.009938746253
0xd174ad0d1e36c7a60cd922e966354095233f8f23,Arbitrum Core,7,"null","null",7,7626,0.00596340319
0xd51be729978e0bcf6dcb1a8fd7d3d83323534d80,Arbitrum Treasury,7,3,1,11,7625,0.009937442982
0xd51be729978e0bcf6dcb1a8fd7d3d83323534d80,Arbitrum Core,6,1,2,9,7625,0.005962621207
0x414d3c68f73a718445621ceb87fa83f694393f32,Arbitrum Treasury,9,"null","null",9,7606.49801,0.009913329871
0x414d3c68f73a718445621ceb87fa83f694393f32,Arbitrum Core,5,"null","null",5,7606.49801,0.005948152964
0xe7cff67b42be8329a259795b942e27c6b11833bf,Arbitrum Treasury,2,2,"null",4,7600.98,0.009906138407
0x604b4ff20f8adbb6e26a5593663949fe5d0a9f8a,Arbitrum Core,6,1,1,8,7597.166666036,0.00594085601
0x604b4ff20f8adbb6e26a5593663949fe5d0a9f8a,Arbitrum Treasury,4,5,2,11,7597.166666036,0.009901168599
0x3e85ec9f9e5c6df974a8be4e2616a7d5fbca166f,Arbitrum Treasury,2,"null","null",2,7595.364614055,0.009898820037
0x3e85ec9f9e5c6df974a8be4e2616a7d5fbca166f,Arbitrum Core,2,"null","null",2,7595.364614055,0.005939446836
0x03f9794c450923fc7efb7d27ea866d72cb6cdad9,Arbitrum Treasury,9,1,1,11,7551.5033482,0.009841656912
0x03f9794c450923fc7efb7d27ea866d72cb6cdad9,Arbitrum Core,7,"null","null",7,7551.5033482,0.005905148067
0xddd832ca55cb4297fdfb8d87cbb6a5761d6b68ca,Arbitrum Core,2,"null","null",2,7535,0.005892242728
0xddd832ca55cb4297fdfb8d87cbb6a5761d6b68ca,Arbitrum Treasury,"null",1,"null",1,7535,0.009820148573
0xd159b134db0bfab64536d860417b329739816fe3,Arbitrum Core,4,"null","null",4,7532.386258924,0.005890198826
0xd159b134db0bfab64536d860417b329739816fe3,Arbitrum Treasury,8,"null","null",8,7532.386258924,0.009816742159
0x625021be5903cde8a394e02ea8d597d5054c02fc,Arbitrum Treasury,5,1,"null",6,7510.488919965,0.009788203988
0x625021be5903cde8a394e02ea8d597d5054c02fc,Arbitrum Core,2,2,"null",4,7510.488919965,0.005873075477
0x05cecd302c101bc424d953eb24534c1b576c519a,Arbitrum Treasury,4,"null","null",4,7505.601396819,0.00978183422
0x05cecd302c101bc424d953eb24534c1b576c519a,Arbitrum Core,1,"null","null",1,7505.601396819,0.005869253516
0xa8ccf6b89b563f75cdb4833d1a6412d471b27ba5,Arbitrum Treasury,3,"null",1,4,7505,0.009781050437
0xa8ccf6b89b563f75cdb4833d1a6412d471b27ba5,Arbitrum Core,2,"null","null",2,7505,0.005868783234
0x4622c6e71a588853ec4815a3525cd3ac71b2703a,Arbitrum Core,1,"null","null",1,7500.05700738,0.005864917898
0x4622c6e71a588853ec4815a3525cd3ac71b2703a,Arbitrum Treasury,1,"null","null",1,7500.05700738,0.009774608377
